Usuario;Coorporativa;soyvaldiviacl;latercera;elmostrador
DidierG42216108;0;0;0;1
22eske;0.289286;0.236905;0.289286;0.184524
Klau57949875;0;1;0;0
Sandra41544276;0;0.675;0;0.325
Claudio79849141;0;0;0.5;0.5
msprochelle;0;1;0;0
tvtotalchile;0;1;0;0
herlizam;0.178571;0.26148;0.298469;0.26148
MercierMarcgeda;0.214286;0.258929;0.303571;0.223214
Carlito78395602;0.25;0.294643;0.205357;0.25
AleMirnatapiah;0.223571;0.308571;0.2275;0.240357
DiegoYGlott;0.3;0.262245;0.17551;0.262245
Manecita_2812;0.5;0;0.5;0
daninbr;0.212798;0.301339;0.252976;0.232887
SaezTahina;0;1;0;0
JasonTreufo;0.289286;0.210714;0.289286;0.210714
Marcia_emg;0;1;0;0
Alfonso03456237;0.196429;0.225;0.289286;0.289286
Fernand52593184;0.292208;0.245671;0.292208;0.169913
AlceraM66;0;0;0;1
Marcelo16596009;0.219888;0.302521;0.238796;0.238796
claudia57497589;0.333333;0;0.333333;0.333333
MendelStore;0;0.675;0;0.325
dolavarrr;0;0.675;0.325;0
SebastianLeonV4;0.244643;0.3;0.189286;0.266071
flinarezb;0;0;1;0
Valeria73845230;0;0;1;0
miriam07229440;0.242857;0.25;0.207143;0.3
Itsian11991425;0.267857;0.196429;0.267857;0.267857
rosset_busch;0;0;0;1
omacrac3;1;0;0;0
Brian92682418;0.302521;0.273634;0.160189;0.263655
JuanFriz4;0;0;0;1
JorgeBa77094865;0.301339;0.232887;0.198661;0.267113
Vitanita7;0;0;1;0
cmonavarretec;0;0;0;1
Estefakam;0.223214;0.3;0.210714;0.266071
Gerardo07725920;0;0;0.5;0.5
BastiasNovoa;0;0.25;0;0.75
TeacherMoya;0.197802;0.258242;0.247253;0.296703
ReginaFFalang;0.225;0.289286;0.225;0.260714
MiguelA04872187;0;1;0;0
Paulett97497010;0.292208;0.245671;0.21645;0.245671
MaraCri29188125;0.210714;0.277679;0.20625;0.305357
JenniferInostr8;0;0;0;1
LaManoNegraOri;0.236905;0.269048;0.18869;0.305357
MarcelC58466815;0.325;0;0;0.675
JorgePa57896921;0;0;0;1
Cristia74444673;0.267857;0.196429;0.267857;0.267857
CherieA81311446;0.333333;0;0.333333;0.333333
nidia_jaque;0.229592;0.241497;0.230442;0.298469
PazPinto20;0.185185;0.222222;0.296296;0.296296
Rafael24825648;0.22619;0.303571;0.240079;0.230159
Chio47326565;0.3;0.232143;0.192857;0.275
rhurtadou;1;0;0;0
la_ita27;0.230769;0.307692;0.205128;0.25641
AndreaGaete20;0;0;0;1
VALITA13600523;0.213265;0.279082;0.201531;0.306122
camila74245836;0;0;1;0
lvarotroncoso1;0;1;0;0
emeonse;0;1;0;0
cgadelcampo9009;0;0;0;1
Cristia31667910;1;0;0;0
elpanchochavez;0.251623;0.292208;0.204545;0.251623
mariana_wenzel;0.233333;0.3;0.233333;0.233333
Guille123cobra;0.233333;0.3;0.233333;0.233333
rschwarzenbergs;0.236905;0.236905;0.236905;0.289286
AndresRojasMuo2;1;0;0;0
juanin_y;0.21875;0.21875;0.28125;0.28125
Nicolas43099616;1;0;0;0
EduFelipe_C;0.285714;0.3;0.192857;0.221429
Angelic17777409;0.223214;0.294643;0.214286;0.267857
Sebasti10191517;0;0.325;0;0.675
vilurian_;0;1;0;0
NataliaGatica18;1;0;0;0
PamelaLeonor5;0.289286;0.184524;0.236905;0.289286
carmen16282576;0.228571;0.264286;0.207143;0.3
YatzenMieres;0.304511;0.2164;0.203947;0.275141
UAI_VINA;0.236735;0.259694;0.205102;0.298469
JorgeAl00774173;0.228571;0.289286;0.257143;0.225
xenia1968;0.5;0;0.5;0
fernandaluzzi;0;1;0;0
SMonje27;0.25;0.25;0.25;0.25
eviitaheredia;1;0;0;0
sofyastel;0.675;0;0;0.325
Marisel20681953;1;0;0;0
vlepelop;0.252976;0.294643;0.22619;0.22619
DonosoVelasquez;0;0;1;0
carlos1305mayo;0.289286;0.266071;0.178571;0.266071
cintiapazrs;0.5;0;0.5;0
florachilensis;0;0;0;1
s_recabal;1;0;0;0
carlos83073075;0.259694;0.220918;0.298469;0.220918
PamelaGuerrero;0.241071;0.294643;0.223214;0.241071
FranVal72221080;0.222403;0.292208;0.262987;0.222403
ivette26992289;0;0;0.5;0.5
marcositurraga1;0;1;0;0
VMaurolagoitia;0.241497;0.279478;0.172902;0.306122
anavillaloboss1;0;0;0;1
_caro76;0.239286;0.207143;0.264286;0.289286
92brubrubru;0.675;0;0;0.325
ManuSlasher;0.236842;0.304511;0.220865;0.237782
queensugamin;0.242857;0.242857;0.225;0.289286
emerson31579950;0.5;0;0;0.5
miazbaagu;0.190934;0.296703;0.256181;0.256181
carlasalazarn0;0.414474;0.322368;0;0.263158
DanielS74253399;0.296703;0.259158;0.184982;0.259158
MCotvil;0.215659;0.256181;0.296703;0.231456
Pichito97383982;0.222222;0.25;0.222222;0.305556
Angelli97628393;0;0.428571;0.285714;0.285714
Olguita_ahogada;0.189732;0.301339;0.238839;0.270089
CamilaGrez1;0;0.342105;0.421053;0.236842
NoticieroAFTV;1;0;0;0
Nicolas52485643;0.306122;0.252041;0.135714;0.306122
LeydyMora4;1;0;0;0
Erikdacis;0;0;0;1
Clo_Tapia;1;0;0;0
Crisleiva987;0.296703;0.254396;0.296703;0.152198
LoretoArcos1;0;1;0;0
Yosef_Bakali_;0;0;1;0
Macaherreraflo1;0.333333;0;0.333333;0.333333
BastienMaken;0;0;1;0
cmackaycl;0.178571;0.25;0.285714;0.285714
ArianaGeorge1;0.252976;0.301339;0.200893;0.244792
Cgomezm23;0;1;0;0
valeriavillau;0.215179;0.301339;0.255357;0.228125
miriamsepulve11;0.241071;0.301339;0.232887;0.224702
MrsDraper__;0.294643;0.252976;0.199405;0.252976
FunGhoul26;0.222403;0.292208;0.242695;0.242695
Caroleinz;0;0.263158;0.414474;0.322368
grosso_jime;0;1;0;0
FlipeerIbanez;1;0;0;0
Ntyy8;0;0.75;0.25;0
SebaFlowers1;0;1;0;0
CarlosCisternaP;0;0.242105;0.378947;0.378947
Maria49593613;0;1;0;0
ema_neira;0.333333;0;0;0.666667
JuliaCarmenPon2;0.308036;0.284497;0.203734;0.203734
Amparosvdrr;0.292208;0.251623;0.233766;0.222403
YoshikunjoParr2;0;0;0;1
Carlosa44354603;0.378947;0.242105;0;0.378947
RodrigoRACT;0.208929;0.294643;0.248214;0.248214
Matias27206959;1;0;0;0
AlmanaqueUC;0.231696;0.301339;0.231696;0.235268
nicolas56088859;0.3;0.264286;0.207143;0.228571
CristoferWeste3;0.223214;0.241071;0.241071;0.294643
Juan47207097;0;1;0;0
angelnatural;0.214286;0.275;0.210714;0.3
SanhuezaJuanico;0;0;0;1
Lily22960223;0.160714;0.285714;0.303571;0.25
Rodrico72493669;0;0;0;1
Sophiaantonel16;0.184524;0.267857;0.303571;0.244048
kiara10769833;0;0;0;1
Fabinmo42101925;1;0;0;0
assapoznikpart1;0;0;1;0
VRizard;0.4;0;0.2;0.4
Angednis;0;1;0;0
Mimus_thenca;0.217888;0.304511;0.23183;0.245771
Angus8Dark;0.206933;0.283613;0.206933;0.302521
C0nstituyente;0.333333;0.666667;0;0
AlexisMoralesZ4;0.214286;0.294643;0.276786;0.214286
dachilenito;0;1;0;0
noor_1353;0.210714;0.263095;0.22619;0.3
the_susiitha;0.195019;0.279605;0.304511;0.220865
Juanelo50911610;1;0;0;0
RalGuti95886940;0;0.421053;0.333333;0.245614
jedominguezs;0;0.325;0;0.675
Andinostt;0;1;0;0
JessicaArrao2;0.302521;0.270658;0.219888;0.206933
Macaren93826953;0.209707;0.296703;0.259158;0.234432
_Melyss_;0.378947;0.242105;0;0.378947
HeiseKaty;0;1;0;0
Cristia12504804;0.260714;0.289286;0.225;0.225
PAOLA43159885;0;0.242105;0.378947;0.378947
NikolToledo5;0.225;0.289286;0.260714;0.225
Giova86071890;0.289286;0.1875;0.289286;0.233929
ValeskaVielmas;0.222403;0.242695;0.292208;0.242695
Natalia90804889;0;0;1;0
theSaimon10;0.304511;0.270677;0.197744;0.227068
lbsq06;0.253205;0.234432;0.215659;0.296703
fiesta_dellibro;0.234034;0.302521;0.229412;0.234034
Katheri77292610;0;0;0.5;0.5
DuarteVald83;0;1;0;0
jmtoledo67;0;1;0;0
jaensimex;1;0;0;0
MAComplejidad;0;0;0;1
chileli14053481;0.252041;0.279082;0.162755;0.306122
Mariluz86331108;0;0;0;1
ggonzalem;0;1;0;0
JulioMo14901932;0.307453;0.255435;0.218556;0.218556
Robinso18346177;0.5;0;0.5;0
Javiera58508208;0.675;0.325;0;0
NancoKarina;0;0.4;0.3;0.3
sergiovilches8;0.208791;0.296703;0.247253;0.247253
ElisaGa52440153;0;0;0.5;0.5
edwincampos23;0.325;0;0;0.675
MartaRomo20;0.5;0;0;0.5
MdPiera;0;0;0;1
OTDChile;0.241497;0.27551;0.241497;0.241497
chicatietzen;0;0;0;1
RomyCarvallo;0;0;0;1
CristhoperEspi8;1;0;0;0
PipeOcampo1211;1;0;0;0
JairoMskz;0.292208;0.24026;0.233766;0.233766
MileidaPirela;0;0.25;0.375;0.375
Angela62470728;0;1;0;0
MiguelM66700153;0.378947;0;0.378947;0.242105
hernanc75049161;0;0;0;1
sam1_andres;0.241071;0.205357;0.258929;0.294643
Eloj40924730;0;0;0.5;0.5
Palma97top;0.248214;0.294643;0.208929;0.248214
MauroAravena4;0.176923;0.279121;0.296703;0.247253
Ignacio84560122;0.195238;0.235714;0.3;0.269048
a_fernandezv12;0.228571;0.3;0.242857;0.228571
Lapageria;0.288715;0.302521;0.204382;0.204382
SurDelOceano_;0;1;0;0
Fernand07070652;0.242347;0.252551;0.206633;0.298469
PiaNacha13;1;0;0;0
hispano726;0.236905;0.289286;0.236905;0.236905
Mane45364087;0;0;0;1
Enrique43942028;0.229911;0.25;0.301339;0.21875
aguilarelytha;0.210714;0.3;0.244643;0.244643
MarioliRoxana;0.22619;0.3;0.247619;0.22619
Rodrigo36352553;0.333333;0;0.333333;0.333333
Soledad22598825;0;1;0;0
Jonatha37893001;1;0;0;0
Constan28939218;0.252551;0.219388;0.298469;0.229592
SaraiFuentesCa1;0.289286;0.196429;0.289286;0.225
PaulinaWinkler;0.254727;0.302521;0.178046;0.264706
chamicors;0;1;0;0
Vanness71824698;0.258929;0.214286;0.294643;0.232143
silvana_daphne;0.210504;0.302521;0.222269;0.264706
William31680885;0.426316;0.349123;0.224561;0
AgustoRomero7;0.267857;0.196429;0.267857;0.267857
hvv89840696;0.3;0.233333;0.233333;0.233333
robertohacin;0;1;0;0
Jespinca;0.190576;0.269808;0.302521;0.237095
danisaHernndez1;1;0;0;0
IgnacioVivero17;0;1;0;0
VictorVitokus;0;0;0;1
amapolaura;1;0;0;0
franc_troncoso;0.214286;0.267857;0.223214;0.294643
PameMSD;0.333333;0;0.333333;0.333333
JpEstadistico;0.240306;0.305357;0.192092;0.262245
FelipeP34621354;0.296703;0.259158;0.222527;0.221612
Ricardo43121473;0;0;0;1
2123Ignacio;0.223558;0.243819;0.223558;0.309066
Jonatha05822328;0.5;0;0;0.5
lakari90767650;0.333333;0;0;0.666667
francis78219183;0.277778;0.166667;0.277778;0.277778
Juan51428919;0;1;0;0
cris00086303822;0;1;0;0
KarlSteiner25;0.333333;0;0.333333;0.333333
Alonso52266139;0;0;1;0
francis55733773;0.289286;0.260714;0.225;0.225
Ilse05187656;0.22619;0.294643;0.22619;0.252976
LoretoPalma9;0.208333;0.214286;0.27381;0.303571
crimaldona;0;1;0;0
Benjaja_;0;1;0;0
Lore10113593;1;0;0;0
Gypsy24600082;0;1;0;0
Noem08567630;0.241071;0.223214;0.232143;0.303571
Andrea00921232;0.267857;0.196429;0.267857;0.267857
DiegoFi39757403;0;0.325;0;0.675
Rubn06047752;0;0;0.5;0.5
Felipe58104599;0;0;1;0
Danigmuav;0.232887;0.301339;0.265129;0.200645
PABLO67637912;1;0;0;0
Francis17526952;0.296703;0.256181;0.190934;0.256181
Chawkosky;0;0;0.5;0.5
Fcosvs;0.421053;0;0.236842;0.342105
juanygomezcea;0.384211;0.426316;0;0.189474
carlaromanp;0;0.72;0.28;0
Patagon2211;0;0.666667;0;0.333333
Juancar39957815;0.22936;0.306818;0.210343;0.253479
Jemmilin1;0.3;0.263095;0.210714;0.22619
Yasmin34535309;1;0;0;0
JosefaPoblete5;1;0;0;0
barhi_mol;1;0;0;0
HernanG79769800;0.220918;0.259694;0.298469;0.220918
NikolGu39883958;0;0;0.5;0.5
RetamalesIvan;0;0;0;1
FyneeDs;0.294643;0.252976;0.21131;0.241071
RonnyChavezH;0;0.675;0.325;0
constanzalobo_s;0.256181;0.296703;0.215659;0.231456
mariamercedesY8;0.333333;0;0.333333;0.333333
Olinda60861993;0.241071;0.258929;0.294643;0.205357
CampesinoInfor1;0.5;0;0;0.5
Wiloski5;0.675;0.325;0;0
BalderSun;0;0;0;1
mayda_vergara;0.264456;0.229592;0.207483;0.298469
claudioconserv1;0.5;0;0;0.5
Karol99946904;0.426316;0.349123;0;0.224561
Gati1482;0.241667;0.3;0.232143;0.22619
km3ll0;0.292208;0.193182;0.271916;0.242695
EvilexisVelzqu1;0;0;0;1
Claudito09;0.238796;0.302521;0.232843;0.22584
KarinaV82191457;0.229592;0.219388;0.27551;0.27551
jhon11946878;0.3;0.257143;0.189286;0.253571
Vanesa86735942;0;1;0;0
gemmam44;0.220918;0.259694;0.220918;0.298469
EvelinDiestra2;0.228571;0.257143;0.289286;0.225
panxito_26;0.5;0;0;0.5
Estefan63478216;0.296703;0.259158;0.234432;0.209707
Guille21025046;0;0;1;0
TattooVania;0;0;0.5;0.5
ESpataris;0.205102;0.259694;0.298469;0.236735
hemunozf;0;1;0;0
DanielO27296834;0.5;0;0.5;0
trejo196858;0.215789;0.426316;0;0.357895
Davick_song;0.267857;0.196429;0.267857;0.267857
andresfrg21;0;0;1;0
fc_orellana;0;0;0;1
DelgadoKHellen;0.296296;0.222222;0.185185;0.296296
85darkman;0.239719;0.306818;0.237013;0.21645
Edwards36233218;0;1;0;0
Alexis_del_sur;0.258929;0.305357;0.1625;0.273214
betanzo_c;0.236813;0.296703;0.22967;0.236813
MarciaG62317058;0;0;0;1
SantanaAlvear;0;1;0;0
RenatoT94328017;1;0;0;0
Chena_patagonia;0;0.675;0;0.325
Mario02269244;0.267857;0.196429;0.267857;0.267857
Cees50874607;0.221429;0.275;0.2;0.303571
martin_aemi;0.294643;0.248214;0.208929;0.248214
cgtservidor;0.215561;0.22449;0.298469;0.26148
13Kamencho;0.289286;0.236905;0.236905;0.236905
LeMasti;0.3;0.266071;0.198214;0.235714
siskia1958;0.229592;0.3;0.245918;0.22449
Roberto16094912;0.223214;0.266071;0.3;0.210714
pilar_iturra;0;0;1;0
Natalia49080953;0;0;1;0
Carolin46890313;0.222269;0.264706;0.210504;0.302521
ProgramaNTN;0;1;0;0
joyruizlaprinc1;0.256181;0.231456;0.215659;0.296703
Maryann22285042;1;0;0;0
beatriznicoman;0;0;0;1
yatagan1983;0;0.325;0;0.675
JnoVidal;0;1;0;0
smuelgf;0.241944;0.258861;0.194683;0.304511
danixabahamond3;0.262245;0.305357;0.192092;0.240306
TioVic0r;0.5;0;0.5;0
angelica_cayo;0.28125;0.215179;0.301339;0.202232
MargotInostroz1;0.28125;0.236607;0.28125;0.200893
nancho00;0;1;0;0
cesarsosa8;0.172689;0.302521;0.252941;0.271849
JosGarc43201327;0.285714;0.196429;0.232143;0.285714
NicolMontesMar1;0.289286;0.236905;0.184524;0.289286
HectorOsses9;0;0;1;0
Karonavarrete;0;1;0;0
sergioh78;0;1;0;0
Corelly12;0.192857;0.242857;0.264286;0.3
mtamarabr;0;0.675;0;0.325
Estefan72810053;0.222527;0.258242;0.222527;0.296703
mar_y_cueca;0;0;1;0
ClantcDelsur1;1;0;0;0
Claudio89567351;0.298469;0.259694;0.220918;0.220918
Camila97346455;1;0;0;0
JavierOvando6;0.233333;0.3;0.233333;0.233333
leonardollanos;0.223214;0.294643;0.232143;0.25
MaraCas75781553;0.298469;0.259694;0.205102;0.236735
LiebermanRaguel;0.245671;0.245671;0.292208;0.21645
jcamposgarcia18;0;0.771429;0;0.228571
movil_20;0;0;0;1
ines_pilatasig;0;0.325;0.675;0
PanchitoGutier4;0;0;0;1
carlosLabrin;0.25;0.75;0;0
flandezmauricio;0.368421;0.434211;0;0.197368
yere_simon;0.292208;0.245671;0.245671;0.21645
_machanga;1;0;0;0
Miguela21644109;0.208163;0.283673;0.208163;0.3
Katheri62273039;0;1;0;0
tatibesnier;0.258929;0.232143;0.214286;0.294643
MariaEl71243700;0.199405;0.294643;0.252976;0.252976
mochiche_;0.406015;0.18797;0;0.406015
JorgegabrielEs7;0;0;0;1
bvgambilia;1;0;0;0
Dafg22102604;0.262987;0.199134;0.292208;0.245671
pirenkumey;0.5;0;0;0.5
Ro03946929Jorge;1;0;0;0
jenifer76566348;0.5;0;0.5;0
Joseval77103502;1;0;0;0
JulioQuispe3007;1;0;0;0
Constan68907320;0;1;0;0
luis55621;0;1;0;0
Thezkotty27;0.210504;0.302521;0.215126;0.271849
wmaradiagar;0.194505;0.296703;0.254396;0.254396
Conce3462Luis;0;0.421053;0.263158;0.315789
Helsinsky5;0.333333;0;0.333333;0.333333
cuestionyhonor;0;1;0;0
Vania66704640;0;1;0;0
geldres_weiss;0;1;0;0
NancyGo69402790;0.5;0;0;0.5
vergaraanortiz;0.211735;0.272959;0.211735;0.303571
jimwinz;0;0.4;0;0.6
Jose73863778;0.5;0;0.5;0
vargasjuan9;0.184454;0.271849;0.302521;0.241176
cristop20168462;0;0;0.5;0.5
SerPeters;0.236288;0.301339;0.231186;0.231186
KarlitaC12;0.197802;0.296703;0.26511;0.240385
Alexand72094468;0.247253;0.296703;0.247253;0.208791
ZAFIRO2504;0;1;0;0
Ernesto57365360;0;1;0;0
joseagustinma;0.27551;0.173469;0.27551;0.27551
pesao_soy;0.333333;0;0.333333;0.333333
AlejandroAgoni;0.315789;0.421053;0;0.263158
carmenglo_v;0.264456;0.252551;0.184524;0.298469
PabloPedemonte6;0;0;0;1
GloriaA50650452;0.5;0;0;0.5
Cervezervs;0.294643;0.248214;0.228571;0.228571
claudiomaldon17;0.238393;0.308036;0.201786;0.251786
Enrique65365007;0;0;0.5;0.5
JacobHe21214339;0.206633;0.241497;0.253401;0.298469
AndrePinochetV;0.185714;0.3;0.257143;0.257143
Cancerbero114;0.333333;0;0.333333;0.333333
glaguim;0;1;0;0
aspeei;0.296703;0.256181;0.190934;0.256181
ElizabethCaroc5;1;0;0;0
ElithaErzsebet;1;0;0;0
hernandez_araya;0.20098;0.264706;0.231793;0.302521
Angee501;0.289286;0.257143;0.164286;0.289286
aleks94367364;0;0;0;1
Alexdelgado2021;0.218537;0.298469;0.241497;0.241497
xQNbCjZEZucuaj1;0.294643;0.276786;0.214286;0.214286
Sandra76470024;0.675;0.325;0;0
pasioncamionero;0.266263;0.301339;0.216199;0.216199
pbzprado;0;0;0;1
Cristba88373918;0.247253;0.233516;0.222527;0.296703
MatanNeiman;0.201786;0.266071;0.3;0.232143
MaiteUriarteM;0.338346;0.255639;0;0.406015
Pppttoo1;0.241071;0.196429;0.28125;0.28125
karla_proboste;0.306122;0.213265;0.189796;0.290816
Dario_orp;0.273065;0.301339;0.164435;0.261161
pulquillanc;0.232143;0.3;0.247619;0.220238
ToussaintJose11;0;0;0;1
Cristob53842434;0.294643;0.252976;0.22619;0.22619
RamiroP57518569;0.289286;0.132143;0.289286;0.289286
gadaboux;0.178571;0.242857;0.289286;0.289286
panico_surreal;0.224436;0.304511;0.227068;0.243985
Melioda24738632;0.5;0;0;0.5
CamilaS85842272;0;1;0;0
Luisalf62212268;0;0.428571;0.285714;0.285714
carmen76755941;0.236905;0.289286;0.236905;0.236905
dk_kohn;0.241071;0.252976;0.21131;0.294643
ppilarf;0.21875;0.267113;0.301339;0.212798
filipaoandorra;0;1;0;0
alejandrosori10;0;0;0;1
ValenzuelaNieto;0;1;0;0
FabianO89073630;0.28125;0.21875;0.28125;0.21875
Marchel17757895;0.219133;0.278316;0.197194;0.305357
Camilo85010429;0.434211;0.355263;0.210526;0
Seba39352659;0;0;0.5;0.5
Jvson_Saa;0;0;0.5;0.5
BakxRios;0.305357;0.266071;0.155357;0.273214
magisterchileno;0.236288;0.301339;0.231186;0.231186
GajardoBlanco;0.675;0.325;0;0
PabloCa25383787;0.259694;0.259694;0.182143;0.298469
PlotzPerez;0.296703;0.247253;0.159341;0.296703
Victor202116;0.333333;0;0.333333;0.333333
PanchoSea;0;1;0;0
Rodrigo_Observa;0.216071;0.305357;0.239286;0.239286
carlitosjaja;0.247253;0.26511;0.296703;0.190934
VaneeYohana;0;1;0;0
soporte_tom;0;1;0;0
Hermind45100489;0.245771;0.304511;0.245771;0.203947
Viperio54652283;0.259158;0.234432;0.209707;0.296703
daisafuca2112;1;0;0;0
Maritza94356555;0;0;0;1
JaimeFariasC;0.22619;0.273809;0.205357;0.294643
Eduardo36146890;0;1;0;0
MAJOSEPUGA;0.240385;0.296703;0.231456;0.231456
cecontrerasp;0.249008;0.311384;0.216766;0.222842
RafaelRalil;1;0;0;0
Thiskris2;0.292208;0.242695;0.17289;0.292208
Tati_Isa00;0.228571;0.3;0.207143;0.264286
BrunoBivort;0;0;0;1
dennbver;0.5;0;0.5;0
AlumnosUss;0;1;0;0
ErickNa54213838;1;0;0;0
PinDonoso;0;0;1;0
osmucr;0;1;0;0
ximereb;0;0.675;0;0.325
Benjami68663254;0.294643;0.241071;0.21131;0.252976
IvetteR05906540;0.303571;0.27381;0.196429;0.22619
espectatore;0.22619;0.3;0.204762;0.269048
Francis61094625;0.5;0;0.5;0
nicolas66304635;0;0;1;0
Ninooka1;0.257143;0.228571;0.257143;0.257143
mariachiintern1;1;0;0;0
CrisLager;0;0;0.5;0.5
ManuelS56823705;0.206933;0.26917;0.221376;0.302521
INCITAT57499920;1;0;0;0
Cristia40098561;1;0;0;0
Tamarambia1;0.5;0;0;0.5
kadmelsns;0;1;0;0
PatriciaCocq;0;1;0;0
MarioManriquezL;0.197802;0.26511;0.240385;0.296703
UnapING2030;0.75;0.25;0;0
sofia70662188;0.214286;0.214286;0.285714;0.285714
GraceGr28698661;0.195578;0.264456;0.298469;0.241497
eduardo22273413;0.289286;0.236905;0.184524;0.289286
GaonNatacha;0;0;0;1
CastrosCristy;0.192708;0.301339;0.232887;0.273065
Abigail19199878;0.675;0.325;0;0
moscotv22;0.333333;0;0.333333;0.333333
IgnacioBarriaF1;0;1;0;0
Erik00358311;0.267857;0.196429;0.267857;0.267857
bq_jane;0.259259;0.296296;0.259259;0.185185
Stman57228355;0.245771;0.254699;0.195019;0.304511
Dany8377221932;0.255952;0.303571;0.273809;0.166667
Juanita_zl;0.238095;0.285714;0.238095;0.238095
victorp2122;0.235231;0.304511;0.230129;0.230129
bmiranda2001;0.233333;0.3;0.233333;0.233333
Fabiola95631953;0;0;1;0
CarlosGarciaIn1;0.236607;0.285714;0.169643;0.308036
surasak1397k;0.675;0;0;0.325
AlmaBuguena;0.296703;0.247253;0.258242;0.197802
Felipe41811722;1;0;0;0
Bgm235;0.237095;0.269808;0.302521;0.190576
Alex_Yai5;0.272727;0.30303;0.212121;0.212121
CARLOSD14120022;0;0;0;1
Multidi06659420;0.4;0;0.3;0.3
CarlosPozoOliv1;1;0;0;0
olgaram89321380;0.233766;0.292208;0.233766;0.24026
iMercado_cl;0;1;0;0
2020ctm;0;1;0;0
CarlosA46087932;0.206933;0.270658;0.302521;0.219888
BbLprieto;0.298469;0.22449;0.252551;0.22449
aninir_paulina;1;0;0;0
Antonia65560658;0;0;0.5;0.5
Francis62401436;0.267857;0.196429;0.267857;0.267857
Genesis22615311;0.296703;0.234432;0.215659;0.253205
sebamerinog;0.333333;0;0.333333;0.333333
Francis55506662;0.5;0;0.5;0
mkrauskopf;0;1;0;0
MarinaG71775413;0.22449;0.298469;0.252551;0.22449
JoseCar17873416;0.277778;0.166667;0.277778;0.277778
IgnacioAlamos8;0;1;0;0
Grimloc53053188;0.184524;0.27381;0.303571;0.238095
nadeska_benner;0;1;0;0
patty_gvi;0;1;0;0
pipoo024;0.289286;0.260714;0.225;0.225
JaimeAg19409016;1;0;0;0
Elizabeth864161;1;0;0;0
DaniloD94166053;0;0;1;0
GabrielaTapiaG;0.298469;0.259694;0.220918;0.220918
Jacquel83873467;0.198661;0.232887;0.301339;0.267113
ksepulvedac;0;1;0;0
NelsonSilvaEch1;0;1;0;0
Luis85923596;0;0.325;0;0.675
mcarracedo1985;1;0;0;0
RosnerFundacion;0.264456;0.298469;0.183673;0.253401
FanDeIsaSouza2;0.257703;0.226891;0.212885;0.302521
VRechner;0;0;0;1
pavegodo;0;0;0;1
paulinavall;0.3;0.257143;0.2;0.242857
DAEMONTAT;0.252551;0.253401;0.195578;0.298469
Enzomaldonadoi1;0.169913;0.245671;0.292208;0.292208
Alexis37312788;0;0;1;0
jeffmoustakim;0.25;0.223214;0.232143;0.294643
EurekaLogotipos;0;0;0;1
Alberto55393037;0.254396;0.254396;0.296703;0.194505
ValeriaSilvaBa3;0.229167;0.3125;0.229167;0.229167
HelioSotoVarga1;0.5;0;0;0.5
PaulaHuenchuleo;0.298469;0.288265;0.206633;0.206633
EstefiCVR;0.5;0;0.5;0
Mara64579840;0;0.333333;0.666667;0
nyuuxs;0;0;1;0
dharoldh;0.203361;0.271849;0.302521;0.222269
canicd1;0;1;0;0
Mercede20752964;0;0;0.5;0.5
aaleahya_3;0;0;1;0
luisAli38938166;0.5;0;0.5;0
Juan6812;0.5;0;0;0.5
mitto04;1;0;0;0
Fabianyes;0;0;0;1
PaulinaAstorga8;0.75;0;0;0.25
trimonita4752;0;1;0;0
jcmr2009;0;1;0;0
feeliipeql;0.267857;0.196429;0.267857;0.267857
Enrique16176567;0.241497;0.287415;0.172619;0.298469
jaime_ibaceta;0;0.75;0.25;0
JoseSep45861215;0;1;0;0
FelipeYevenes11;0;0;0.5;0.5
CamiloArriaga20;0.222527;0.258242;0.222527;0.296703
Leticia_lagos3;0;0;0;1
ClaudioHvc;0;1;0;0
CristinIturra1;0;1;0;0
lufui46;0.5;0;0;0.5
Karolin84357231;0.3;0.207143;0.264286;0.228571
revistaelzorro;0.220238;0.3;0.232143;0.247619
Claudio00614165;0.5;0;0;0.5
gwx35352141;1;0;0;0
Catheri32432434;0.285714;0.25;0.285714;0.178571
JordanaGP;0;1;0;0
WhinyWhitch;0.301339;0.21875;0.178571;0.301339
JonathanHdz21;0.675;0.325;0;0
Cristob33414681;0.21645;0.245671;0.292208;0.245671
nakata1970;0;1;0;0
carlosmellado21;1;0;0;0
ignaciapazcn;0;0;0;1
Jenny30341949;0.169913;0.245671;0.292208;0.292208
Liliana35294881;0.231456;0.296703;0.256181;0.215659
AlvaroC26584394;0.5;0;0.5;0
Margari66379336;0.236905;0.184524;0.289286;0.289286
CorvalanClavero;0.22619;0.252976;0.294643;0.22619
francis54184937;0.414474;0.322368;0;0.263158
andressepl;0.178571;0.25;0.285714;0.285714
Daniela57542931;0;1;0;0
HereraCristobal;1;0;0;0
Ruthu20571861;0.285714;0.196429;0.285714;0.232143
3ciaCBLL;0.252976;0.294643;0.199405;0.252976
edozamorac;0;1;0;0
UrquejoMaria;0;1;0;0
berr_gam;0.269048;0.247619;0.183333;0.3
YohanaMarn1;0.222403;0.233766;0.251623;0.292208
mauroxpp;0.252976;0.212798;0.28125;0.252976
Verdatagiando;0.28125;0.241071;0.252976;0.224702
cceas_;0.289286;0.257143;0.289286;0.164286
cherrera1970;0.255189;0.309066;0.213675;0.22207
Aniella95648392;0;0;0;1
Rudolf75123781;0.5;0;0;0.5
