Usuario;Coorporativa;soyvaldiviacl;latercera;elmostrador
bdeurresti;0.237987;0.292532;0.23474;0.23474
RHGoGroup;0.232143;0.25;0.232143;0.285714
MonttMargarita;0.251276;0.251276;0.22449;0.272959
leosaavedra22;0.231456;0.280907;0.256181;0.231456
vavellairat;0.239676;0.411336;0;0.348988
Monitta_ss;1;0;0;0
bacco_damian;0;1;0;0
varga9;0.219888;0.270658;0.219888;0.289566
ElCandidato10;0.223214;0.276786;0.25;0.25
CodigoDocente;0.64;0.36;0;0
P0mSexton;0.256313;0.231061;0.220418;0.292208
Clud85;0;0.633333;0;0.366667
davilmos;0.234432;0.283883;0.222527;0.259158
sebamendoza_SMB;0.239796;0.262755;0.216837;0.280612
_EL_Victor;0.237095;0.237095;0.237095;0.288716
12historias;0.237095;0.237095;0.237095;0.288716
tr1m3g1st0;0.264286;0.207143;0.264286;0.264286
Gaettana2;0.279121;0.279121;0.254396;0.187363
PedRoblesC;0.27551;0.229592;0.288265;0.206633
CristianGriego;0.220918;0.282653;0.213775;0.282653
miraunpichon_;0;0;1;0
BemaPropiedades;0.35;0.65;0;0
jelissa24661358;0.236735;0.282653;0.243878;0.236735
marprofundo50;0.333333;0;0.333333;0.333333
lhuna1d;0.220982;0.290179;0.227679;0.261161
_Zamoth_;0.241497;0.281463;0.218537;0.258503
luchiano1951;0.266071;0.2875;0.223214;0.223214
jennikerss;0.25;0.267857;0.214286;0.267857
WetaRidley;0.232143;0.285714;0.223214;0.258929
karlitadanitza;0.23852;0.27551;0.23852;0.247449
Wolfyissocute;0;0;1;0
Paulote_;0.262987;0.262987;0.233766;0.24026
Luna99461367;0.264286;0.207143;0.264286;0.264286
CatalinaHinoR;0.291667;0.25;0.229167;0.229167
patricionzalez;0.247619;0.247619;0.22619;0.278571
porchilelindo;0.262987;0.274892;0.262987;0.199134
ChocolateLoly;0;1;0;0
theloba_negra;0.212088;0.279121;0.22967;0.279121
CsarMora;0.234432;0.259158;0.271978;0.234432
Patrici92309943;0.246582;0.290841;0.232912;0.229665
ChileCompra;0.245536;0.285714;0.234375;0.234375
alaleja;0;1;0;0
FelixFr30670366;0.23852;0.26148;0.22449;0.27551
Chascon_Roman;0.23852;0.284439;0.23852;0.23852
eli_roman;0;1;0;0
HuerecaDelgado;0.206933;0.283613;0.219888;0.289566
H0Me333R0;0.22449;0.295918;0.239796;0.239796
UnionComunal;0.282062;0.296672;0.197646;0.22362
cundurraga;0.264319;0.303242;0.16812;0.264319
brklynnelson;0.247046;0.292696;0.184479;0.275779
vasquezdepablo;0;0;0;1
chileno_2018;0;0;0;1
mop_rm;0;0.279426;0.398086;0.322488
fenuchile;0.27381;0.22619;0.27381;0.22619
SebastianAPonce;0.245536;0.29375;0.194643;0.266071
R_OtarolaWigand;0;0;0;1
RancaguaPandmia;0.25;0.25;0.25;0.25
EnriqMartinezR;0.283613;0.264706;0.222269;0.229412
a15gustin;0.202232;0.268304;0.28125;0.248214
hacerfotos;0;1;0;0
Carla_H_S;0.23852;0.279974;0.23852;0.242985
ValeriaYour;0.235714;0.269048;0.216667;0.278571
ChicoDeDerechas;0.233929;0.29375;0.222321;0.25
ArismendiKarla;0.233766;0.24026;0.262987;0.262987
monnntset;0.262987;0.233766;0.251623;0.251623
magoga1;0.264286;0.232143;0.239286;0.264286
adiantum1346;0.244643;0.266071;0.201786;0.2875
MetaSummerset;0;0.633333;0;0.366667
MCWPhysiology;0.252551;0.281463;0.241497;0.22449
GatoPorLiebreCL;0.254329;0.29816;0.193182;0.254329
pelaoale;0;0;0;1
PrimeraLineaTw1;0.233516;0.299451;0.233516;0.233516
Daniela_bucarey;0.263636;0.292532;0.221916;0.221916
emguerrero_;0;0.67619;0.32381;0
VE_Corzo;0.226891;0.283613;0.241176;0.248319
TaniaFernandezM;0;1;0;0
maiaterre;0.218537;0.264456;0.235544;0.281463
RojasRojas23;0.235714;0.266071;0.2875;0.210714
glassdef86;0.282653;0.243878;0.213775;0.259694
Bass27630565;0.238796;0.287582;0.234827;0.238796
Actiongruop;0.253205;0.27793;0.234432;0.234432
el_norte7;0.229592;0.27551;0.206633;0.288265
piponsimon;0.273634;0.288078;0.188025;0.250263
XIIJornadasAMD;0;1;0;0
indignadapiola;0.239796;0.280612;0.239796;0.239796
Jaliagas;0;0;1;0
SndraIsabel1;0.226891;0.254727;0.22584;0.292542
ManuelLadino13;0.272321;0.272321;0.205357;0.25
Francis43497276;0.267857;0.241071;0.205357;0.285714
JehuDominion;0;0.67619;0;0.32381
KatzeMeow;0.232268;0.29995;0.214036;0.253746
Marcian95906919;0.204545;0.245671;0.274892;0.274892
FrasesFranSales;0.26148;0.284439;0.23852;0.215561
vergarajop;0.239286;0.292857;0.203571;0.264286
BestProductOn9;0.253759;0.292058;0.220865;0.233318
gabriel25ester;0.213265;0.289286;0.235204;0.262245
SouthPatriotCL;0.254396;0.279121;0.212088;0.254396
ramiromendozalp;0;0;0;1
gregmichener;0;0;0;1
VisualMemory98;0.251276;0.286352;0.231186;0.231186
PoltyMarle;0.263636;0.292532;0.180195;0.263636
infozeus;0.201531;0.247449;0.27551;0.27551
Yrkiris;0.267857;0.276786;0.1875;0.267857
unapariana;0.247619;0.263095;0.204762;0.284524
OscarBravo13;0.226084;0.286352;0.251276;0.236288
Cintia_Ratonina;0.27381;0.22619;0.208333;0.291667
TheDragonFeeder;0.267857;0.252976;0.21131;0.267857
miosm1958;0.240909;0.218831;0.27013;0.27013
PauliNSuazo;0;1;0;0
Leila_Nash;0.215561;0.26148;0.23852;0.284439
fabrmrz;0.239286;0.264286;0.239286;0.257143
laurinka2;0.25;0.25;0.267857;0.232143
brisa07875312;0.266071;0.2875;0.223214;0.223214
Jhanell_Ferrer;0.292058;0.275141;0.199483;0.233318
LuisOlivaresCan;0;1;0;0
jose_santelices;0.245918;0.283673;0.257143;0.213265
mauricioramallo;0.210504;0.283613;0.222269;0.283613
TabasCOVID_19;0;1;0;0
SpeakShileno;0.258929;0.294643;0.178571;0.267857
kjdr1159;0.283613;0.276611;0.219888;0.219888
r_j4r4;0.236905;0.293254;0.20873;0.261111
BluRayChile;0.215659;0.289835;0.247253;0.247253
viaconstituyent;0.237245;0.290816;0.19898;0.272959
pancho_AZTV;0.25;0.25;0.227679;0.272321
FannyRo18842603;1;0;0;0
ISABOREALIS;0.272727;0.181818;0.272727;0.272727
abhishekksinha;0;0;0;1
HermannPabli;0;1;0;0
maidaperezr;0;0;0;1
NuezVergara;0.198214;0.248214;0.289286;0.264286
francis56259918;0.252976;0.241071;0.252976;0.252976
PrensaFidel;0.267857;0.276786;0.1875;0.267857
interdemilanca;1;0;0;0
culturasvalpo;0.242347;0.290816;0.193878;0.272959
Ronan_OReilly_D;0.238393;0.298214;0.238393;0.225
marcelosegovia;0.204545;0.280844;0.233766;0.280844
estenombredeus;0.22449;0.290816;0.242347;0.242347
gianlucag_;0.287594;0.260902;0.200376;0.251128
kkosound;0.5;0;0;0.5
cruising240;0.298214;0.282143;0.1625;0.257143
Alvarez20_10;0;1;0;0
eyesofaxtragedy;0.228571;0.248214;0.248214;0.275
SaensRodrigo;0.228061;0.27551;0.213775;0.282653
CdelaCerda;0.22619;0.278571;0.247619;0.247619
medpsal;0.236842;0.263963;0.206498;0.292696
BarraGarci;0.247449;0.252551;0.284439;0.215561
FIUnews;0;0;1;0
RochaMarceloTV;0.242857;0.257143;0.225;0.275
seba_delgado;0.282004;0.294063;0.211967;0.211967
KimberlyDigolin;0.233929;0.233929;0.266071;0.266071
NoticiaDelLago;0.23852;0.279975;0.220026;0.26148
critico2_;0.247253;0.224588;0.247253;0.280907
Patricimio;0.233929;0.29375;0.210714;0.261607
LluviaTeatro;0.241071;0.285714;0.241071;0.232143
BenditaAprendiz;0.222527;0.26511;0.222527;0.289835
Vicho_Adema;0;0;1;0
Begotxulop;0.22619;0.263095;0.284524;0.22619
Tiago__Ferro;0;0;0;1
fredanthonypl;1;0;0;0
Andianyway;0.240385;0.280907;0.222527;0.256181
EpePaine;0.228125;0.288393;0.215179;0.268304
MaryPpoppinss;0.22967;0.279121;0.254396;0.236813
BdtaMolina;0;0.65;0;0.35
strobelg_andrea;0;0.381579;0.289474;0.328947
MoncadaStefanny;0.279762;0.22619;0.22619;0.267857
ReflexionandoEs;0.290179;0.270089;0.189732;0.25
Carlosg80697596;0.229592;0.27551;0.270408;0.22449
ulises37;0.267857;0.258929;0.205357;0.267857
InstaCruzados;0.23852;0.284439;0.252551;0.22449
EnlaceDiario;0.241497;0.281463;0.212585;0.264456
javierinsu;0.238796;0.287582;0.234827;0.238796
Divulgadores_CL;0;1;0;0
Elaine939386211;0.241071;0.290179;0.209821;0.258929
_lizip;0.247024;0.287202;0.212798;0.252976
exleguleyo64;0.214286;0.278571;0.257143;0.25
luisorlandoreye;0.261607;0.283036;0.227679;0.227679
25CrAstudillo;0;1;0;0
_CabraLesa;0.35;0.65;0;0
JoseRojas1212;0.22449;0.290816;0.22449;0.260204
Fusil_AK_47;0.2875;0.266071;0.201786;0.244643
WnFlow;0.235204;0.294388;0.224235;0.246173
merysaldarriagr;0.235714;0.266071;0.210714;0.2875
pakamope;0.22449;0.290816;0.242347;0.242347
MendezVicuna;0;0;0;1
rcorreasepu;0.276786;0.232143;0.241071;0.25
smoking_reedus;0.220982;0.28125;0.238839;0.258929
JugamosL;0.301786;0.255357;0.221429;0.221429
chanelN93684414;0.27013;0.240909;0.218831;0.27013
nicoxcl;0.237987;0.292532;0.23474;0.23474
ASreml;0.264319;0.303242;0.16812;0.264319
Marcelo22869659;0.23852;0.284439;0.215561;0.26148
Lonestar79;0;0;0.366667;0.633333
Tottygonzalez_o;0.234432;0.259158;0.222527;0.283883
PapaGrishka;0.244643;0.266071;0.278571;0.210714
Fer_0331;0.257143;0.228571;0.257143;0.257143
Lexi_SaintClair;0.222527;0.271978;0.240385;0.26511
Bluesee75248247;0.235204;0.278316;0.192092;0.294388
Elydeguzman94;0.234432;0.27793;0.234432;0.253205
eltitiritero;0.25;0.294643;0.196429;0.258929
CarlosAVR4;0.338346;0;0.338346;0.323308
rdgofdez;0.242424;0.242424;0.242424;0.272727
Maurmass;0.21645;0.274892;0.262987;0.245671
DiputadoAngelR;1;0;0;0
mfbrante;0.46;0;0.54;0
iamcarogonzalez;0.261161;0.28125;0.216518;0.241071
atacamaloft;0.238796;0.206933;0.283613;0.270658
vives_th;0.260902;0.287594;0.227068;0.224436
Frigida7;0.232143;0.297619;0.261905;0.208333
lsch_oficial;0;1;0;0
barriay96;0.267857;0.275;0.228571;0.228571
alvarofeller;0;0;0;1
LAlmaxxx;1;0;0;0
jon_cp;0.204762;0.265079;0.236905;0.293254
gustavo2barrios;0.296454;0.27148;0.163561;0.268504
subtel_chile;0;0;1;0
kiberheart;0.236735;0.282653;0.243878;0.236735
ale_tuitera;0.210714;0.266071;0.257143;0.266071
LeftraroCarv;0;1;0;0
felipe22061719;0.23183;0.287594;0.243734;0.236842
kaempffer_vika;0.248052;0.211688;0.27013;0.27013
Alejandr082;0.214286;0.264286;0.242857;0.278571
Mateo_Abogados;0.223214;0.25;0.276786;0.25
AnthonyThelma1;0.252551;0.293367;0.22449;0.229592
April7582;0.289286;0.263095;0.184524;0.263095
julietvillac;0.204762;0.289286;0.236905;0.269048
mongecristinaa;0.264286;0.285714;0.185714;0.264286
mignaciamorales;0;0;0;1
marielaferma;0.277597;0.231061;0.199134;0.292208
andreatomika;0;1;0;0
MundialCrisis;0;1;0;0
leslienava04;0.229592;0.290816;0.237245;0.242347
MediSotelo;0.269481;0.262987;0.233766;0.233766
deg_velez;0;0.633333;0;0.366667
Andreal2209;0;0.366667;0;0.633333
conceptotactic;0.204082;0.290816;0.244898;0.260204
UrbanoVzla;0;0.54;0;0.46
tipanies;0;1;0;0
cambiaSanBdo;0.23852;0.279975;0.220026;0.26148
Entenlahistoria;0.219643;0.264286;0.292857;0.223214
Alkimia_Aubel;0.221429;0.294643;0.241964;0.241964
Villota94;0.55;0;0.45;0
ingrid_buzeta;0;0;0.41;0.59
peludo_cruising;0.271978;0.256181;0.271978;0.199863
Juancowalsky;0.272321;0.290179;0.196429;0.241071
nietadebasilio;0.299431;0.27148;0.221532;0.207557
PierinaAguila10;0.201531;0.23852;0.284439;0.27551
Claudiogajard12;0.283613;0.257703;0.212885;0.245798
gradelcarmen;0;0.5;0;0.5
PedroIturra;0;0;0.4;0.6
francisco_arosm;0.267113;0.287202;0.21875;0.226935
ArtifactsHub;0.263095;0.257143;0.195238;0.284524
CorreoValdivia;0.247253;0.307692;0.197802;0.247253
PlanSofa;0.247046;0.292696;0.184479;0.275779
camifrann_;0.206633;0.293367;0.206633;0.293367
mauriciocero;0.204762;0.263095;0.247619;0.284524
JazeCruzada;0.222269;0.287185;0.222269;0.268277
tojal7;0.209707;0.234432;0.27793;0.27793
YasnaLeiva7;0.26511;0.271978;0.222527;0.240385
hleon02;0.203361;0.271849;0.290756;0.234034
Absonito1;0.23852;0.284439;0.215561;0.26148
marcelalabrana;0;1;0;0
sarab1137;0;0;0;1
314quince;0.252551;0.247449;0.215561;0.284439
msteelk;0.241667;0.22619;0.284524;0.247619
SurrealismoP;0.258929;0.223214;0.258929;0.258929
hermanlangella;0.247619;0.284524;0.204762;0.263095
lavaaaanepo;0.214286;0.276786;0.214286;0.294643
dar_el_100;0.172619;0.252976;0.287202;0.287202
p_almonacid;0.242695;0.271916;0.213474;0.271916
panshofarra;0.234432;0.247253;0.234432;0.283883
MawizaCCP;0;0;1;0
CONNIEPEREZHDZ;0.25;0.267857;0.25;0.232143
Kathiaklesse;0.22619;0.278571;0.22619;0.269048
ReinaVi08712691;0;0;0;1
bysarella;0.236735;0.282653;0.213776;0.266837
ComerciosChinos;0.262987;0.269481;0.204545;0.262987
CRISLULIA;1;0;0;0
rabadillo;0.25;0.267857;0.25;0.232143
OlivierGoujet2;0.251429;0.298095;0.22;0.230476
thisissooextra;0.289835;0.215659;0.247253;0.247253
juacapol;0.259712;0.242794;0.2099;0.287594
Kfimbres;0.273464;0.297447;0.211525;0.217564
notEduSanchez;0;0;0;1
CesarHe65704313;0.241497;0.296769;0.195578;0.266156
DayankaMiranda;0;0;0;1
TolmoUc;0.216766;0.285218;0.216766;0.28125
roberbluee33;0.284439;0.252551;0.210459;0.252551
JuanKBarth1;0.228571;0.267857;0.228571;0.275
HugoMonje4;0;0.288221;0.35589;0.35589
rubenseguel;0.236905;0.269048;0.257143;0.236905
cbrionest;0.239796;0.280612;0.239796;0.239796
chacon_lency;0.20098;0.295518;0.264706;0.238796
Claudip;0.204762;0.290476;0.269048;0.235714
AngeloAndresCas;0.270677;0;0.364662;0.364662
vcoronachile;0.259694;0.259694;0.197959;0.282653
Seoim77;0.296454;0.27148;0.163561;0.268504
YoVotoGoic;0.234432;0.27793;0.253205;0.234432
horojoven;0.268939;0.268939;0.193182;0.268939
sthalker40;0.221429;0.282653;0.197959;0.297959
Karenmendez88;0;0;0;1
AntiguaGdl;0;1;0;0
manuelaruba12;1;0;0;0
ComunDignidad;0.247619;0.284524;0.220238;0.247619
LlamanosCopec;0.247556;0.287594;0.234211;0.230639
renatomeva;0;0;0;1
sofirodillo;0;0;1;0
gmolano;0.314593;0.400718;0;0.284689
lealtadabsolut1;0.263095;0.284524;0.189286;0.263095
Con_Potencial;0.252551;0.229592;0.242347;0.27551
sweetlilomega;0;0;0;1
UpwellChile;0.22449;0.295918;0.22449;0.255102
CCPR76;0.366667;0.633333;0;0
mzarzar;0.666667;0.333333;0;0
PabloAndresFra6;0.223214;0.276786;0.223214;0.276786
DEREKME86688816;0.228125;0.268304;0.288393;0.215179
Villolo;0.244643;0.244643;0.223214;0.2875
carola_ttr;0.22619;0.284524;0.220238;0.269048
luisharistizbal;0.5;0;0.5;0
VillaVe68088387;0.257143;0.228571;0.257143;0.257143
KazmiMehreen;0;0;0;1
lisethmartinezc;0.289474;0.342105;0;0.368421
tirapiedras2020;0.241071;0.276786;0.241071;0.241071
Murrancio;0.204762;0.247619;0.263095;0.284524
liana2418;0;0;0;1
RetroToySearch;0.278571;0.232143;0.210714;0.278571
MottaVentas;1;0;0;0
PatriciaBurgosV;0.195578;0.264456;0.252551;0.287415
x_santander;0;0;0.366667;0.633333
HeydiMV82;0.275;0.228571;0.248214;0.248214
abner_falcon;1;0;0;0
merasi_2020;0.264286;0.232143;0.239286;0.264286
bgutti14;0;0;0;1
unfrikimas;0.207143;0.296429;0.264286;0.232143
checho_riquelme;0;0;0;1
CleverLoveStore;0;0.279426;0.398086;0.322488
MallasBioBio;0.245918;0.283673;0.229592;0.240816
cesar_astete;0.207983;0.283613;0.263655;0.244748
rodrigo410;0.246173;0.294388;0.240306;0.219133
ClCroa;0;1;0;0
Kaizer_cl;0.241071;0.232143;0.241071;0.285714
PlantProtectio3;0.232887;0.287202;0.267113;0.212798
valeritarr88;0.6;0;0;0.4
ChileSinPCPSRD;0.204762;0.263095;0.247619;0.284524
gabrielitadlara;0.22987;0.27013;0.204221;0.295779
HMomberg;0.233766;0.298701;0.233766;0.233766
mariohy1965;0.231186;0.216199;0.286352;0.266263
MarceloIvn2;0.280612;0.239796;0.19898;0.280612
FuerzaJoven_X;0;1;0;0
alexis__frc;0.219231;0.279121;0.254396;0.247253
ALUISAGUILERA1;0;1;0;0
biddwellco;0.207143;0.285714;0.264286;0.242857
bashir_jambiir;0;0;0;1
preuss_cl;0.266071;0.266071;0.257143;0.210714
Mariangpod;0;1;0;0
ararauna_ve;0.22619;0.22619;0.273809;0.273809
jose_walls77;0;0.55;0.45;0
NegraTorresA;0.270089;0.290179;0.198661;0.241071
Shinga_thenk9;0.247253;0.271978;0.233516;0.247253
jeludigital;0.285714;0.257143;0.214286;0.242857
Don_Tinterillo_;0;0;0;1
klaudita37;0.233766;0.251623;0.233766;0.280844
Carol_inaPCh;0.258929;0.25;0.232143;0.258929
lionthejahiclo1;0.278571;0.244643;0.244643;0.232143
Neo__lester;0.223214;0.272321;0.214286;0.290179
ElinaOliva;0.266071;0.266071;0.225;0.242857
FiestaEnCrochet;0.25;0.277778;0.222222;0.25
Polina_121;0.300595;0.28869;0.205357;0.205357
vickypalmaerpel;0.22449;0.272959;0.207908;0.294643
julve_a;0.227679;0.258929;0.223214;0.290179
TinTin_Tolio;0.241176;0.283613;0.229412;0.245798
cadm12;0.233766;0.251623;0.233766;0.280844
gabriel_lito;0.22584;0.288078;0.26917;0.216912
Shincho_Bungei;1;0;0;0
health_health24;0.222527;0.280907;0.240385;0.256181
adonni_3c3c;0;1;0;0
Cecilia51859954;0.236813;0.236813;0.247253;0.279121
AshleyH53688640;0.278571;0.244643;0.210714;0.266071
kaukao12;0.259694;0.220918;0.236735;0.282653
NattyAgreste;0.26148;0.27551;0.22449;0.23852
soychilecl;0.227273;0.29789;0.203734;0.271104
Ricardopsan;0.221939;0.280612;0.239796;0.257653
barbieflores651;0.19611;0.266263;0.286352;0.251276
BoccaRodrigo;1;0;0;0
OskarMatute;0.179097;0.264706;0.292542;0.263655
workwthecoach;0.259712;0.293546;0.23183;0.214912
danchi355;0.290179;0.258929;0.209821;0.241071
hatningrande;0;0;1;0
Catalina2013;0.218537;0.281463;0.218537;0.281463
arayagaray;0.262245;0.283673;0.22449;0.229592
bruno_lanciani;0.298611;0.285218;0.167163;0.249008
Luis97016741;0.59;0;0.41;0
revista_dominga;0.241497;0.296769;0.195578;0.266156
mydarkstar;0.270658;0.289566;0.169118;0.270658
LorenaJaraS;0.242857;0.25;0.221429;0.285714
cururitas;0.23183;0.291562;0.201963;0.274645
aquilescastil12;0.289286;0.239286;0.207143;0.264286
IanpabloS;0.25;0.290179;0.241071;0.21875
edgardolazo2_0;0;1;0;0
rucia_no_rubia;0;1;0;0
Cristian198314;0.280612;0.239796;0.19898;0.280612
Intensa_mente__;0.257143;0.257143;0.228571;0.257143
aprovatchile;0.212302;0.289683;0.222222;0.275794
melisga10;0.271978;0.282967;0.222527;0.222527
CarolinaAvilesV;0.237782;0.292058;0.233318;0.236842
ChorotegaC;0.207483;0.241497;0.27551;0.27551
fenomenologiaCL;0;1;0;0
AidaCaballero5;0.196218;0.290756;0.222269;0.290756
MarcoNogales3;0.242857;0.242857;0.228571;0.285714
ljimenez83;0.255495;0.300366;0.143773;0.300366
weonafilo;0.225;0.298214;0.210714;0.266071
HuellasCL;0;0.59;0;0.41
Renzo_Utili;0.4;0.6;0;0
pasosperrunos;0.271978;0.282967;0.222527;0.222527
Lore_Saavedra_A;0.237987;0.292532;0.23474;0.23474
consuelolagos;0.24268;0.293478;0.202085;0.261757
dinodonoso;0;1;0;0
Alexkins27;0.292696;0.275779;0.184479;0.247046
Reynald02119379;0.22967;0.279121;0.236813;0.254396
pablomatamoros;0;0.65;0;0.35
AmarillaPerli;0.196429;0.252551;0.27551;0.27551
Opss29382890;0.193878;0.272959;0.242347;0.290816
ORyan07;0.262987;0.251623;0.262987;0.222403
YELENAZAPATA1;0.243878;0.252551;0.220918;0.282653
CryptoHomelesss;0.242857;0.264286;0.207143;0.285714
Nguerrero10;0.262987;0.251623;0.262987;0.222403
i_cifuentes;1;0;0;0
nazarenob;0;1;0;0
diputadonaranjo;0.214286;0.272321;0.227679;0.285714
cl_anver;0.266071;0.2875;0.223214;0.223214
mishkachuchu;0.232143;0.291667;0.238095;0.238095
Arrobadev;0.221429;0.285714;0.264286;0.228571
Andresnunezbot;0.241071;0.279762;0.238095;0.241071
planetlG;0.254727;0.283613;0.216912;0.244748
adanson1763;0;0;0;1
Diana0395135;0.244748;0.22584;0.245798;0.283613
SocRevelation;1;0;0;0
ignaciapinto;0.256181;0.271978;0.215659;0.256181
bondagechile;0.229592;0.287415;0.229592;0.253401
porceratiofi;0.233929;0.29375;0.210714;0.261607
manolok26;0;1;0;0
mi2023pf;0.24397;0.268089;0.219852;0.268089
joserivas1387;0.378947;0;0.27193;0.349123
SERGIORADBIL;0.188776;0.244898;0.27551;0.290816
LINT_Exemptions;0.228571;0.282653;0.197959;0.290816
gebauer_r1;0.236358;0.296029;0.233807;0.233807
Marcia_Ana20;0.22619;0.266156;0.213861;0.293793
sergiovs81;0.20184;0.268939;0.231061;0.29816
Dagm21102019;0.23852;0.284439;0.23852;0.23852
PuertoFuy_cl;0.258503;0.281463;0.22449;0.235544
diyey8_diyey;0.254396;0.212088;0.254396;0.279121
NataliaPalmou;0.208036;0.288393;0.235268;0.268304
osornoenvivocl;0.25;0.25;0.25;0.25
zamboni_art;0;1;0;0
ArgentinoTovy;0;0.65;0;0.35
karlacamachoc;0.28125;0.270089;0.238839;0.209821
EnterapiaC;0.249008;0.285218;0.232887;0.232887
ein_bei;0.244643;0.266071;0.2875;0.201786
DiegoSanVar;0;0.573333;0;0.426667
carlittaloop;0.282004;0.294063;0.211967;0.211967
CamiloBaezaM;0.244048;0.291667;0.184524;0.279762
librerialemania;0;1;0;0
PreguntasDepor;0.258929;0.258929;0.214286;0.267857
xabierarnaizc;0.289286;0.242857;0.185714;0.282143
MateyNaturaleza;0;0.45;0;0.55
perrota123;0;1;0;0
Catalina_arica8;0;1;0;0
baronjaimefb;0.248214;0.275;0.228571;0.248214
ivecitalinda;0.297368;0.439474;0;0.263158
David24881992;0.276786;0.241071;0.196429;0.285714
JeSuisKlis;0;0.64;0;0.36
EsFraseMovie;0.245918;0.283673;0.22449;0.245918
Grammy2022;0.355263;0.289474;0;0.355263
trovadictto;0.245918;0.283673;0.240816;0.229592
BounceiOS;0.41;0;0;0.59
Sergio94300382;0.239796;0.295918;0.209184;0.255102
LestatP3;0.214286;0.314286;0.214286;0.257143
ChovaresJavier;0.202468;0.254727;0.288078;0.254727
piliazgo;0.174107;0.29375;0.266071;0.266071
collipullicris;0;1;0;0
gonzalolea;0.219888;0.289566;0.257703;0.232843
EdiNento;0.245918;0.278571;0.191837;0.283673
CarlaGarridoG;0.221429;0.282653;0.197959;0.297959
pormishijostodo;0.239796;0.280612;0.239796;0.239796
TechPlanetLife;0;1;0;0
EditorialDigit;0.260902;0.287594;0.227068;0.224436
AngyLuengo79;0.271617;0.287594;0.203947;0.236842
MartiBozzolo;0.243985;0.294737;0.268045;0.193233
OmarBloguero;0;0;0;1
Amandaesderecha;0.190816;0.282653;0.243878;0.282653
MapeiSpain;0.273191;0.29731;0.21475;0.21475
JamesAp21247176;0;0;0;1
GonzaloGC_;0.36;0.64;0;0
min_interior;0.245536;0.29375;0.194643;0.266071
Frambuesafilms;0.201531;0.270408;0.27551;0.252551
Frannci_sca;0.228125;0.288393;0.235268;0.248214
GanaApruebo;0.222269;0.264706;0.222269;0.290756
perrohard;0.222527;0.26511;0.222527;0.289835
ValkenAlvin;0.266071;0.266071;0.201786;0.266071
donatila;0.232143;0.291667;0.238095;0.238095
SfHuellas;0.237095;0.283613;0.237095;0.242197
Andrew35x;0;1;0;0
victorjaradice;0.245918;0.283673;0.245918;0.22449
CHINOI_CHILI;0.22619;0.285714;0.22619;0.261905
KevinChvezC1;0.286352;0.251276;0.211097;0.251276
raul_cardemil;0.212798;0.267113;0.232887;0.287202
carobustamantem;0.219888;0.289566;0.219888;0.270658
realjcflores;0.220918;0.259694;0.236735;0.282653
brga10;0.259158;0.283883;0.271978;0.184982
marionavtw;0.263458;0.299431;0.207557;0.229555
andresrojaspa;0.267857;0.241071;0.267857;0.223214
PAR_Antofagasta;0;0.67619;0;0.32381
kilaleo;0.267857;0.22619;0.22619;0.279762
thesky_Pauly;0;0;0;1
Ojodeaguila11;0;0;0;1
marcelochile;0.251276;0.251276;0.22449;0.272959
anti_estupidos;0.185474;0.256002;0.269808;0.288715
ElAparecido3;0;1;0;0
humoazul3;0.303571;0.214286;0.241071;0.241071
RevistaOropel;0;0.633333;0.366667;0
ArnoldoMonrroy;0.233766;0.262987;0.251623;0.251623
mesias_leiva;0.271022;0.296226;0.186933;0.245819
Gonzalo12733270;0.25;0.285714;0.232143;0.232143
Opeyemi53686931;0.285714;0.275;0.210714;0.228571
Sabescl;0.22619;0.289683;0.194444;0.289683
ServiuCoquimbo;0.233766;0.298701;0.233766;0.233766
mcaneleo;0;0.41;0;0.59
ojoporqueteve;0.222665;0.292033;0.235989;0.249313
kiaNubis;0;0;0;1
pablochillanejo;0.271916;0.271916;0.204545;0.251623
xuxumeitor;0.234432;0.27793;0.209707;0.27793
MoisesC06849769;0;0;0;1
patriot95085756;0.27013;0.240909;0.248052;0.240909
FpvrPrensa;0.257143;0.266071;0.210714;0.266071
powerfulCRE;0.263095;0.284524;0.22619;0.22619
chrleiva;0.247619;0.247619;0.22619;0.278571
LuzHern22810981;0.291667;0.270833;0.208333;0.229167
Pro_Frutillar;0.196429;0.294643;0.232143;0.276786
gabilotta;0.268495;0.25;0.178571;0.302934
Nosellama_1988;0;1;0;0
Tranfugo;0.27793;0.234432;0.271978;0.215659
PelaoTelo2;0.245671;0.268939;0.21645;0.268939
RanquilNipas;0.241667;0.22619;0.284524;0.247619
JETSETTlNG;0;1;0;0
pauliina_leyton;0.223289;0.269808;0.218187;0.288715
careperro2_0;0;1;0;0
pa7cw;0.241071;0.290179;0.209821;0.258929
panchulei;0.258503;0.201531;0.258503;0.281463
luimelmon;0.338346;0.323308;0;0.338346
veronic27029420;0.255357;0.288393;0.228125;0.228125
MaestrosolarV;1;0;0;0
Smiletolife30;0.235819;0.288078;0.240284;0.235819
dleytond;0.248214;0.248214;0.275;0.228571
adiazmoreira;0.328947;0.407895;0;0.263158
beibidripp;0.219888;0.276611;0.219888;0.283613
FeriaSagoFisur;0.241497;0.281463;0.235544;0.241497
EFFECT4EVERCHIL;0.278571;0.269048;0.22619;0.22619
brianomegawolf;0;0;1;0
AfroAncalaf;0.252941;0.290756;0.252941;0.203361
Interessado19;0.209707;0.234432;0.27793;0.27793
